"Region","Date","Type","AveragePrice","TotalVolume","X4046","X4225","X4770","TotalBags","SmallBags","LargeBags","XLargeBags","Year"
"LosAngeles",2017-12-03,"organic",1.77,71010.03,7976.44,23155.32,0,39878.27,39864.21,14.06,0,2017
"LosAngeles",2017-11-26,"organic",2.01,59523.55,6444.55,21218.64,0,31860.36,31835.6,24.76,0,2017
"LosAngeles",2017-11-19,"organic",1.99,61451.23,6477.51,19956.35,0,35017.37,35003.39,13.98,0,2017
"LosAngeles",2017-11-12,"organic",1.98,62337.67,8390.23,17805.25,0,36142.19,36097.73,44.46,0,2017
"LosAngeles",2017-11-05,"organic",1.72,73723.79,7315.42,31324.47,0,35083.9,35048.65,35.25,0,2017
"LosAngeles",2017-10-29,"organic",1.99,67050.78,8078.35,19540.98,0,39431.45,39411.01,20.44,0,2017
"LosAngeles",2017-10-22,"organic",1.99,68637.55,7845.81,20466.32,0,40325.42,40286.28,39.14,0,2017
"LosAngeles",2017-10-15,"organic",2.12,57490.8,6151.13,16592.03,0,34747.64,34691.59,56.05,0,2017
"LosAngeles",2017-10-08,"organic",2.28,59194.04,5549.94,22828.93,0,30815.17,30769.51,45.66,0,2017
"LosAngeles",2017-10-01,"organic",2.1,65405.61,8450.82,26774.86,0,30179.93,30158.69,21.24,0,2017
"LosAngeles",2017-09-24,"organic",2.03,73696.3,12051.52,29225.85,1.59,32417.34,32377.02,40.32,0,2017
"LosAngeles",2017-09-17,"organic",2.32,64855.01,12786.21,24889.5,0,27179.3,27160.25,19.05,0,2017
"LosAngeles",2017-09-10,"organic",2.32,64680.12,11202.9,25484.11,0,27993.11,27987.79,5.32,0,2017
"LosAngeles",2017-09-03,"organic",2.11,70419.78,10621.24,27740.88,0,32057.66,32041.66,16,0,2017
"LosAngeles",2017-08-27,"organic",2.37,63222.41,11685.86,20166.84,0,31369.71,31337.34,32.37,0,2017
"LosAngeles",2017-08-20,"organic",2.16,75146.55,10649.2,18026.76,0,46470.59,46450.59,20,0,2017
"LosAngeles",2017-08-13,"organic",2.04,72817.55,10764.58,16810.19,0,45242.78,45097.35,145.43,0,2017
"LosAngeles",2017-08-06,"organic",2.1,67080.63,9064.57,19027.84,0,38988.22,38021.3,966.92,0,2017
"LosAngeles",2017-07-30,"organic",2.1,67790.94,9903.04,18850.52,0,39037.38,39001.29,36.09,0,2017
"LosAngeles",2017-07-23,"organic",2.07,70179.47,9095.61,24077.08,0,37006.78,36988.35,18.43,0,2017
"LosAngeles",2017-07-16,"organic",2.02,75021.72,10041.65,24449.24,0,40530.83,40510.47,20.36,0,2017
"LosAngeles",2017-07-09,"organic",1.42,120562.92,11868.34,28851.85,0,79842.73,79833.93,8.8,0,2017
"LosAngeles",2017-07-02,"organic",1.46,109111.93,11056.28,28190.18,0,69865.47,69737.02,128.45,0,2017
"LosAngeles",2017-06-25,"organic",1.37,109872.63,10376.87,24717.88,0,74777.88,72884.61,1893.27,0,2017
"LosAngeles",2017-06-18,"organic",1.37,108808.01,11413.1,24268.07,0,73126.84,66783.78,6343.06,0,2017
"LosAngeles",2017-06-11,"organic",1.35,106703.23,11619.31,25530.21,0,69553.71,69461.64,92.07,0,2017
"LosAngeles",2017-06-04,"organic",1.28,128923.07,12603.26,37820.46,0,78499.35,78481.95,17.4,0,2017
"LosAngeles",2017-05-28,"organic",1.37,122886.52,11731.8,29593.14,0,81561.58,81486.37,75.21,0,2017
"LosAngeles",2017-05-21,"organic",1.42,114120.43,10947.18,30522.45,0,72650.8,72518.58,132.22,0,2017
"LosAngeles",2017-05-14,"organic",1.4,105965.36,11688.57,28601.28,0,65675.51,64377.29,1298.22,0,2017
"LosAngeles",2017-05-07,"organic",1.31,137484.97,12550.12,38336.01,0,86598.84,86014.32,584.52,0,2017
"LosAngeles",2017-04-30,"organic",1.25,127255.45,10894.08,29816.95,1.59,86542.83,83579.29,2963.54,0,2017
"LosAngeles",2017-04-23,"organic",1.25,127222.31,12241.09,29711.25,0,85269.97,75004.87,10265.1,0,2017
"LosAngeles",2017-04-16,"organic",1.31,122876.89,10922.54,28994.48,1.6,82958.27,76233.25,6725.02,0,2017
"LosAngeles",2017-04-09,"organic",1.3,118305.22,13906.18,29159.75,6.4,75232.89,70010.1,5222.79,0,2017
"LosAngeles",2017-04-02,"organic",1.3,122384.82,13732.06,30991.3,17.58,77643.88,74785.28,2858.6,0,2017
"LosAngeles",2017-03-26,"organic",1.33,125710.73,17237.4,32193.35,7.96,76272.02,73831.31,2440.71,0,2017
"LosAngeles",2017-03-19,"organic",1.25,135636.51,11812.81,38905.35,19.1,84899.25,69061.91,15837.34,0,2017
"LosAngeles",2017-03-12,"organic",1.19,143848.91,12242.8,37476.71,1.6,94127.8,83175.87,10951.93,0,2017
"LosAngeles",2017-03-05,"organic",1.07,146065.71,12954.25,28009.38,6.45,105095.63,77383.56,27712.07,0,2017
"LosAngeles",2017-02-26,"organic",1.05,143520.74,12328.78,30665.47,3.2,100523.29,87365.6,13157.69,0,2017
"LosAngeles",2017-02-19,"organic",1.19,115734.75,13178.37,33656.51,1.61,68898.26,68066.56,831.7,0,2017
"LosAngeles",2017-02-12,"organic",1.17,95227.6,12496.33,24567.22,10.99,58153.06,56547.41,1605.65,0,2017
"LosAngeles",2017-02-05,"organic",1.19,91687.96,15626.93,34864.22,0,41196.81,40279.83,916.98,0,2017
"LosAngeles",2017-01-29,"organic",1.09,99597.27,16192.49,29310.8,1.56,54092.42,42914.14,11178.28,0,2017
"LosAngeles",2017-01-22,"organic",1.27,77418.61,10912.94,21788.2,3.12,44714.35,41824.67,2889.68,0,2017
"LosAngeles",2017-01-15,"organic",1.3,86845.72,13881.57,25602.56,3.12,47358.47,46301.47,1057,0,2017
"LosAngeles",2017-01-08,"organic",1.19,112953.28,18961.66,33123.81,3.12,60864.69,57800.85,3063.84,0,2017
"LosAngeles",2017-01-01,"organic",1.07,99950.32,15830.84,28951.76,1.56,55166.16,43159.57,12006.59,0,2017
"Sacramento",2017-12-31,"organic",1.61,9655.29,3891.4,3759.45,0,2004.44,2004.44,0,0,2017
"Sacramento",2017-12-24,"organic",1.68,8177.33,2716.18,3016.72,0,2444.43,2431.1,13.33,0,2017
"Sacramento",2017-12-17,"organic",1.72,7034.37,1965.07,2423.74,0,2645.56,2645.56,0,0,2017
"Sacramento",2017-12-10,"organic",1.75,6765.28,1703.63,2659.43,0,2402.22,2395.55,6.67,0,2017
"Sacramento",2017-12-03,"organic",1.69,6289.72,2066.63,2100.86,0,2122.23,2105.56,16.67,0,2017
"Sacramento",2017-11-26,"organic",1.72,6851.13,2309.23,2494.13,0,2047.77,2047.77,0,0,2017
"Sacramento",2017-11-19,"organic",1.69,7725.77,2684.95,2463.04,0,2577.78,2577.78,0,0,2017
"Sacramento",2017-11-12,"organic",1.81,6581.85,2473.4,2399.57,0,1708.88,1708.88,0,0,2017
"Sacramento",2017-11-05,"organic",1.74,8454.27,2535.09,2818.07,0,3101.11,3101.11,0,0,2017
"Sacramento",2017-10-29,"organic",1.86,7341.92,2787.56,2909.91,0,1644.45,1644.45,0,0,2017
"Sacramento",2017-10-22,"organic",1.81,8059.52,2679.07,2828.24,0,2552.21,2548.88,3.33,0,2017
"Sacramento",2017-10-15,"organic",1.92,6689.14,2439.7,3012.02,0,1237.42,1237.42,0,0,2017
"Sacramento",2017-10-08,"organic",1.84,7804.28,2487.05,2762.42,0,2554.81,2551.48,3.33,0,2017
"Sacramento",2017-10-01,"organic",1.86,7334.65,2464.29,2785.94,0,2084.42,2077.75,6.67,0,2017
"Sacramento",2017-09-24,"organic",1.89,7344.32,2672.33,3111.54,0,1560.45,1557.12,3.33,0,2017
"Sacramento",2017-09-17,"organic",1.92,9174.58,3470.19,3797.05,0,1907.34,1907.34,0,0,2017
"Sacramento",2017-09-10,"organic",1.96,8035.15,3074,3484.74,0,1476.41,1476.41,0,0,2017
"Sacramento",2017-09-03,"organic",2.15,8230.33,2654.23,3298.64,0,2277.46,2277.46,0,0,2017
"Sacramento",2017-08-27,"organic",2.49,7197.78,2222.37,2802.72,0,2172.69,2172.69,0,0,2017
"Sacramento",2017-08-20,"organic",2.33,8187.92,2354.98,2815.2,1.31,3016.43,3013.1,3.33,0,2017
"Sacramento",2017-08-13,"organic",2.09,8707,2079.18,3059.01,0,3568.81,3565.48,3.33,0,2017
"Sacramento",2017-08-06,"organic",1.99,6886.41,1620.1,2516,0,2750.31,2741.33,8.98,0,2017
"Sacramento",2017-07-30,"organic",1.86,5676.06,811.56,2096.87,0,2767.63,2755.65,11.98,0,2017
"Sacramento",2017-07-23,"organic",1.97,7041.27,1474.65,2451.59,0,3115.03,3115.03,0,0,2017
"Sacramento",2017-07-16,"organic",2.19,5103.37,1251,2443.85,0,1408.52,1408.52,0,0,2017
"Sacramento",2017-07-09,"organic",2.36,3562.52,1253.12,1982.16,0,327.24,322.03,5.21,0,2017
"Sacramento",2017-07-02,"organic",2.32,4572.42,1472.51,2437.84,2.7,659.37,656.04,3.33,0,2017
"Sacramento",2017-06-25,"organic",2.37,5625.98,2005.87,2820.32,0,799.79,796.46,3.33,0,2017
"Sacramento",2017-06-18,"organic",2.48,7058.35,2609.09,3616.91,0,832.35,824.86,7.49,0,2017
"Sacramento",2017-06-11,"organic",2.5,6504.06,2177.24,3527.98,0,798.84,796.97,1.87,0,2017
"Sacramento",2017-06-04,"organic",2.43,6820.7,2184.08,3605.15,0,1031.47,1029.6,1.87,0,2017
"Sacramento",2017-05-28,"organic",2.46,6662.68,2305.34,3465.79,0,891.55,882.17,9.38,0,2017
"Sacramento",2017-05-21,"organic",2.4,5955.32,2135.74,2881.3,1.35,936.93,896.93,40,0,2017
"Sacramento",2017-05-14,"organic",2.43,5255.47,1982.43,2481.05,2.68,789.31,785.59,3.72,0,2017
"Sacramento",2017-05-07,"organic",2.52,5321.75,1861.76,3058.89,0,401.1,401.1,0,0,2017
"Sacramento",2017-04-30,"organic",2.39,6331.52,2222.42,3238.73,1.35,869.02,865.28,3.74,0,2017
"Sacramento",2017-04-23,"organic",2.29,6764.99,1967.94,3979.11,0,817.94,817.94,0,0,2017
"Sacramento",2017-04-16,"organic",2.35,6274.05,2025.64,3501.53,0,746.88,743.55,3.33,0,2017
"Sacramento",2017-04-09,"organic",2.37,6283.41,2155.7,3467.14,0,660.57,653.9,6.67,0,2017
"Sacramento",2017-04-02,"organic",2.31,6244.05,2073.38,3328.69,0,841.98,841.98,0,0,2017
"Sacramento",2017-03-26,"organic",2.44,6509.21,2084.95,3599.7,0,824.56,824.56,0,0,2017
"Sacramento",2017-03-19,"organic",2.46,5971.13,1795.34,3449.75,0,726.04,726.04,0,0,2017
"Sacramento",2017-03-12,"organic",2.36,6022.12,1643.55,3655.76,2.68,720.13,720.13,0,0,2017
"Sacramento",2017-03-05,"organic",2.5,6056.68,1736.82,3853.83,0,466.03,466.03,0,0,2017
"Sacramento",2017-02-26,"organic",2.06,6616.58,1808.8,4379.48,0,428.3,428.3,0,0,2017
"Sacramento",2017-02-19,"organic",2.32,5375.95,1718.41,3242.62,1.34,413.58,413.58,0,0,2017
"Sacramento",2017-02-12,"organic",2.25,5559,1708.08,3229.82,0,621.1,621.1,0,0,2017
"Sacramento",2017-02-05,"organic",1.6,7712.27,2241.28,5057.01,0,413.98,413.98,0,0,2017
"Sacramento",2017-01-29,"organic",2.02,6748.27,1652.72,4786.42,12.15,296.98,296.98,0,0,2017
"Sacramento",2017-01-22,"organic",1.89,6015.68,1800.88,3930.91,0,283.89,283.89,0,0,2017
"Sacramento",2017-01-15,"organic",2.31,5267.55,1502.96,3492.53,0,272.06,265.39,6.67,0,2017
"Sacramento",2017-01-08,"organic",2.15,5692.25,1630.79,3665,0,396.46,396.46,0,0,2017
"Sacramento",2017-01-01,"organic",2.24,5635.27,1906.72,3364.33,0,364.22,364.22,0,0,2017
"SanDiego",2017-12-31,"organic",2,14150.95,2721.78,7973.65,0,3455.52,3455.52,0,0,2017
"SanDiego",2017-12-24,"organic",1.82,15276.68,849.59,9042.84,0,5384.25,5384.25,0,0,2017
"SanDiego",2017-12-17,"organic",1.54,14047.41,1020.5,8775.1,0,4251.81,4251.81,0,0,2017
"SanDiego",2017-12-10,"organic",2.05,13284.31,2436.56,6895.21,0,3952.54,3952.54,0,0,2017
"SanDiego",2017-12-03,"organic",1.79,13476.62,761.67,7500.08,0,5214.87,5211.54,3.33,0,2017
"SanDiego",2017-11-26,"organic",2.17,11559.98,468.45,7239.24,0,3852.29,3852.29,0,0,2017
"SanDiego",2017-11-19,"organic",2.17,12348.84,692.38,7420.01,0,4236.45,4236.45,0,0,2017
"SanDiego",2017-11-12,"organic",2.13,11498.28,770.92,6108.74,0,4618.62,4618.62,0,0,2017
"SanDiego",2017-11-05,"organic",1.6,16452.21,761.73,10819.54,0,4870.94,4870.94,0,0,2017
"SanDiego",2017-10-29,"organic",2.13,12179.45,863.06,6224.07,0,5092.32,5092.32,0,0,2017
"SanDiego",2017-10-22,"organic",2.15,13012.35,951.67,6964.44,0,5096.24,5096.24,0,0,2017
"SanDiego",2017-10-15,"organic",2.25,11472.41,713.19,6513.89,0,4245.33,4234.23,11.1,0,2017
"SanDiego",2017-10-08,"organic",2.33,13013.83,754.58,8162.44,0,4096.81,4096.81,0,0,2017
"SanDiego",2017-10-01,"organic",2.27,13509.43,1595.59,8857.77,0,3056.07,3056.07,0,0,2017
"SanDiego",2017-09-24,"organic",2.23,14173.82,2804.46,10041.55,0,1327.81,1327.81,0,0,2017
"SanDiego",2017-09-17,"organic",2.39,12673.52,2229.66,9322.51,0,1121.35,1121.35,0,0,2017
"SanDiego",2017-09-10,"organic",2.37,12770.99,1925.87,9140.03,0,1705.09,1705.09,0,0,2017
"SanDiego",2017-09-03,"organic",2.01,15165.11,1139.04,10923.85,0,3102.22,3102.22,0,0,2017
"SanDiego",2017-08-27,"organic",2.57,11138.48,1397.94,7309.89,0,2430.65,2427.32,3.33,0,2017
"SanDiego",2017-08-20,"organic",2.42,14113.65,1007.89,7203.91,0,5901.85,5871.85,30,0,2017
"SanDiego",2017-08-13,"organic",2.32,12511.08,930.36,6082.22,0,5498.5,5495.17,3.33,0,2017
"SanDiego",2017-08-06,"organic",2.37,12981.7,1047.77,6973.51,0,4960.42,4960.42,0,0,2017
"SanDiego",2017-07-30,"organic",2.37,12594.87,819.66,6870.21,0,4905,4871.67,33.33,0,2017
"SanDiego",2017-07-23,"organic",2.31,13629.65,784.86,8530.78,0,4314.01,4310.68,3.33,0,2017
"SanDiego",2017-07-16,"organic",2.3,14060.23,693.61,9183.67,0,4182.95,4179.62,3.33,0,2017
"SanDiego",2017-07-09,"organic",1.91,19248.28,1037.82,10325.37,0,7885.09,7885.09,0,0,2017
"SanDiego",2017-07-02,"organic",2,19913.72,1108.18,11656.52,0,7149.02,7124.38,24.64,0,2017
"SanDiego",2017-06-25,"organic",1.73,17744.03,975.09,8290.7,0,8478.24,8478.24,0,0,2017
"SanDiego",2017-06-18,"organic",1.8,16862.3,1067.68,8361.69,0,7432.93,7400.09,32.84,0,2017
"SanDiego",2017-06-11,"organic",2.06,12549.97,1163.03,8506.74,1.59,2878.61,2849.42,29.19,0,2017
"SanDiego",2017-06-04,"organic",1.71,18703.01,1135.74,12172.77,1.6,5392.9,5392.9,0,0,2017
"SanDiego",2017-05-28,"organic",1.91,17421.67,843.78,9946.37,1.66,6629.86,6629.86,0,0,2017
"SanDiego",2017-05-21,"organic",2.05,15451.08,853.03,9892.77,1.65,4703.63,4700,3.63,0,2017
"SanDiego",2017-05-14,"organic",2.22,12594.05,1455.55,9485.09,1.66,1651.75,1621.18,30.57,0,2017
"SanDiego",2017-05-07,"organic",1.72,21798.32,1347.86,14683.9,1.67,5764.89,5703.48,61.41,0,2017
"SanDiego",2017-04-30,"organic",1.83,17826.5,1461.21,10052.54,1.61,6311.14,5252.77,1058.37,0,2017
"SanDiego",2017-04-23,"organic",1.97,14541.16,1088.81,9477.69,1.63,3973.03,719.12,3253.91,0,2017
"SanDiego",2017-04-16,"organic",2.08,14043.34,940.85,9921.7,0,3180.79,560,2620.79,0,2017
"SanDiego",2017-04-09,"organic",1.94,13786.93,1208.64,9538.85,1.65,3037.79,915.53,2122.26,0,2017
"SanDiego",2017-04-02,"organic",1.88,16174.36,1779.7,10473.46,0,3921.2,2792.24,1128.96,0,2017
"SanDiego",2017-03-26,"organic",2.06,14388.05,2883.71,10030.37,0,1473.97,686.67,787.3,0,2017
"SanDiego",2017-03-19,"organic",1.59,22169.84,927.81,13605.83,4.94,7631.26,1083.05,6548.21,0,2017
"SanDiego",2017-03-12,"organic",1.72,17226.14,991.9,9806.6,4.96,6422.68,2359.56,4063.12,0,2017
"SanDiego",2017-03-05,"organic",1.42,20616.04,1137.22,8737.49,0,10741.33,736.02,10005.31,0,2017
"SanDiego",2017-02-26,"organic",1.42,20055.23,1099.33,10427.06,0,8528.84,3657.65,4871.19,0,2017
"SanDiego",2017-02-19,"organic",1.4,19782.44,1266.28,10960.8,0,7555.36,7393.64,161.72,0,2017
"SanDiego",2017-02-12,"organic",1.66,9082.88,1014.35,7049.67,0,1018.86,856.72,162.14,0,2017
"SanDiego",2017-02-05,"organic",1.55,14096.05,1784.39,10882.94,0,1428.72,1270.99,157.73,0,2017
"SanDiego",2017-01-29,"organic",1.21,18191.46,1477.75,8949.53,4.86,7759.32,3304.61,4454.71,0,2017
"SanDiego",2017-01-22,"organic",1.73,10842.77,2019.23,6869.87,0,1953.67,626.78,1326.89,0,2017
"SanDiego",2017-01-15,"organic",1.82,11578.42,2529.2,7637.66,0,1411.56,993.41,418.15,0,2017
"SanDiego",2017-01-08,"organic",1.52,16775.97,2363.28,9429.06,0,4983.63,3266.31,1717.32,0,2017
"SanDiego",2017-01-01,"organic",1.45,15752.25,1385.18,8618.28,0,5748.79,957.31,4791.48,0,2017
"SanFrancisco",2017-12-31,"organic",1.52,24699.21,14037.89,8786.88,0,1874.44,1871.11,3.33,0,2017
"SanFrancisco",2017-12-24,"organic",2.01,18541.03,7759.8,8376.79,0,2404.44,2404.44,0,0,2017
"SanFrancisco",2017-12-17,"organic",2.1,17850.72,7411.52,8344.76,0,2094.44,2094.44,0,0,2017
"SanFrancisco",2017-12-10,"organic",2.27,15142.03,7080.05,7071.98,0,990,990,0,0,2017
"SanFrancisco",2017-12-03,"organic",2.07,14737.28,8275.24,5745.39,0,716.65,712.21,4.44,0,2017
"SanFrancisco",2017-11-26,"organic",2.06,15701.21,8640.78,6277.06,0,783.37,783.37,0,0,2017
"SanFrancisco",2017-11-19,"organic",2.06,17621.85,9956.34,6931.07,0,734.44,734.44,0,0,2017
"SanFrancisco",2017-11-12,"organic",2.07,19344.03,10941.23,7789.47,0,613.33,608.89,4.44,0,2017
"SanFrancisco",2017-11-05,"organic",2.05,20213.21,10983.96,8063.69,0,1165.56,1161.12,4.44,0,2017
"SanFrancisco",2017-10-29,"organic",2.09,19950.9,11099.63,8152.39,0,698.88,694.44,4.44,0,2017
"SanFrancisco",2017-10-22,"organic",2.08,18852.58,9739.13,7981.22,0,1132.23,1132.23,0,0,2017
"SanFrancisco",2017-10-15,"organic",2.09,19027.31,10237.78,8211.76,0,577.77,577.77,0,0,2017
"SanFrancisco",2017-10-08,"organic",2.07,20337.21,10832.88,8426.55,0,1077.78,1077.78,0,0,2017
"SanFrancisco",2017-10-01,"organic",2.04,22703.05,11899.79,9824.74,0,978.52,978.52,0,0,2017
"SanFrancisco",2017-09-24,"organic",2.06,19095.21,10381.1,8026.03,0,688.08,688.08,0,0,2017
"SanFrancisco",2017-09-17,"organic",2.04,32191.54,18705.05,12704.86,0,781.63,781.63,0,0,2017
"SanFrancisco",2017-09-10,"organic",2.05,28335.3,16389.89,11491.2,0,454.21,454.21,0,0,2017
"SanFrancisco",2017-09-03,"organic",2.08,22836.09,12620.57,9443.2,0,772.32,767.88,4.44,0,2017
"SanFrancisco",2017-08-27,"organic",3,19329.49,10517.41,7907.99,0,904.09,900.76,3.33,0,2017
"SanFrancisco",2017-08-20,"organic",2.93,21524.58,9571.06,7792.22,0,4161.3,4161.3,0,0,2017
"SanFrancisco",2017-08-13,"organic",2.57,22296.14,8857.4,8680.4,0,4758.34,4758.34,0,0,2017
"SanFrancisco",2017-08-06,"organic",2.33,13350.56,3753.8,5234.25,0,4362.51,4356.01,6.5,0,2017
"SanFrancisco",2017-07-30,"organic",2.14,10110.25,1825.73,3948.19,0,4336.33,4326.5,9.83,0,2017
"SanFrancisco",2017-07-23,"organic",2.44,16831.7,5952.05,6286.11,0,4593.54,4577.62,15.92,0,2017
"SanFrancisco",2017-07-16,"organic",2.4,14099.42,4163.34,5797.11,0,4138.97,4137.35,1.62,0,2017
"SanFrancisco",2017-07-09,"organic",2.45,8311.12,2009.13,3654.42,2.92,2644.65,2622.33,22.32,0,2017
"SanFrancisco",2017-07-02,"organic",2.59,12279.96,4003.36,5495.51,0,2781.09,2765.59,15.5,0,2017
"SanFrancisco",2017-06-25,"organic",2.66,15691.4,5755.58,6914.77,0,3021.05,3010.92,10.13,0,2017
"SanFrancisco",2017-06-18,"organic",2.76,24037.58,10701.89,10234.08,0,3101.61,3069.94,31.67,0,2017
"SanFrancisco",2017-06-11,"organic",2.77,25806.28,10768.91,11690.84,4.37,3342.16,3338.11,4.05,0,2017
"SanFrancisco",2017-06-04,"organic",2.72,23896.87,9678.79,10552.04,2.91,3663.13,3609.78,53.35,0,2017
"SanFrancisco",2017-05-28,"organic",2.73,24852.33,10640.43,10979.17,8.75,3223.98,3201.3,22.68,0,2017
"SanFrancisco",2017-05-21,"organic",2.65,22558.59,9604.14,10281.74,4.36,2668.35,2642.91,25.44,0,2017
"SanFrancisco",2017-05-14,"organic",2.64,20842.19,8772.82,8839.82,2.91,3226.64,3204.39,22.25,0,2017
"SanFrancisco",2017-05-07,"organic",2.54,19401.8,7404.38,8501.99,0,3495.43,3475.92,19.51,0,2017
"SanFrancisco",2017-04-30,"organic",2.58,22792.24,9036.95,10350.79,2.91,3401.59,3391.48,10.11,0,2017
"SanFrancisco",2017-04-23,"organic",2.56,21330.52,7818.54,10178.28,2.92,3330.78,3322.66,8.12,0,2017
"SanFrancisco",2017-04-16,"organic",2.59,23032.34,9013.66,10581.45,5.84,3431.39,3388.38,43.01,0,2017
"SanFrancisco",2017-04-09,"organic",2.54,21231.88,7773.14,9709.29,0,3749.45,3727.93,21.52,0,2017
"SanFrancisco",2017-04-02,"organic",2.59,21303.86,8314.99,9720.42,0,3268.45,3268.45,0,0,2017
"SanFrancisco",2017-03-26,"organic",2.83,20170.65,7369.03,9827.33,0,2974.29,2974.29,0,0,2017
"SanFrancisco",2017-03-19,"organic",2.88,18687.22,6332.48,9140.83,11.7,3202.21,3202.21,0,0,2017
"SanFrancisco",2017-03-12,"organic",2.9,17686.1,6727.84,7914.27,0,3043.99,3043.99,0,0,2017
"SanFrancisco",2017-03-05,"organic",2.92,21218.15,8013.98,10054.06,0,3150.11,3150.11,0,0,2017
"SanFrancisco",2017-02-26,"organic",2.52,18753.79,6707.73,8785.72,0,3260.34,3260.34,0,0,2017
"SanFrancisco",2017-02-19,"organic",2.58,19202.54,7333.07,8809.03,0,3060.44,3060.44,0,0,2017
"SanFrancisco",2017-02-12,"organic",2.59,19433.9,7271.61,8960.86,2.88,3198.55,3198.55,0,0,2017
"SanFrancisco",2017-02-05,"organic",1.61,25769.82,10715.26,12410.67,8.76,2635.13,2635.13,0,0,2017
"SanFrancisco",2017-01-29,"organic",2.7,17708.49,7224.2,7671.88,2.86,2809.55,2809.55,0,0,2017
"SanFrancisco",2017-01-22,"organic",2.03,20441.93,8435.86,9045.98,2.86,2957.23,2957.23,0,0,2017
"SanFrancisco",2017-01-15,"organic",2.7,17202.67,5875.7,8476.23,0,2850.74,2841.2,9.54,0,2017
"SanFrancisco",2017-01-08,"organic",2.58,18096.56,6273,8466.99,0,3356.57,3347.06,9.51,0,2017
"SanFrancisco",2017-01-01,"organic",2.54,19910.51,7268.66,10452.56,0,2189.29,2189.29,0,0,2017
"California",2018-01-01,"Conventional",0.93,7132711.23,2280934.17,3201737.11,111845.09,1538194.86,1461095.1,20553.6,56546.16,2018
"Los Angeles",2018-01-01,"Conventional",0.88,3212261.75,1368619.91,755743.47,75509.63,1012388.74,959746.82,14343.09,38298.83,2018
"Sacramento",2018-01-01,"Conventional",1.03,578374.5,130774.36,396250.81,922.03,50427.3,46215.9,521.92,3689.48,2018
"San Diego",2018-01-01,"Conventional",0.98,619699.65,199514.36,268431.96,15509.5,136243.83,129566.1,4704.4,1973.33,2018
"San Francisco",2018-01-01,"Conventional",0.92,1174818.67,174144.97,860294.61,1733.53,138645.56,136909.07,32.99,1703.5,2018
"California",2018-01-07,"Conventional",1.19,5756632.36,2350838.88,1704810.36,135053.06,1565930.06,1465321.32,25951.12,74657.62,2018
"Los Angeles",2018-01-07,"Conventional",1.04,2725856.44,1275098.12,354221.03,91230.73,1005306.56,940327.03,18317.46,46662.07,2018
"Sacramento",2018-01-07,"Conventional",1.35,465108.34,159862.75,247999,1045.98,56200.61,49386.35,522.37,6291.89,2018
"San Diego",2018-01-07,"Conventional",1.18,464720.86,192510.16,118483.12,19625.38,134102.2,125040.09,6169.89,2892.22,2018
"San Francisco",2018-01-07,"Conventional",1.46,818086.25,209267.23,466935.74,2525.01,139358.27,136440.18,104.56,2813.53,2018
"California",2018-01-14,"Conventional",1.27,5927016.73,2098762.55,2356359.93,151045.33,1320848.92,1226559.09,25390.97,68898.86,2018
"Los Angeles",2018-01-14,"Conventional",1.28,2409159.6,1104367.71,403918.08,101443.02,799430.79,739977.4,16783.17,42670.22,2018
"Sacramento",2018-01-14,"Conventional",1.31,504269.23,144109.69,299605.5,1249.15,59304.89,52486.47,754.65,6063.77,2018
"San Diego",2018-01-14,"Conventional",1.41,439652.12,160896.99,136499.29,21680.72,120575.12,113513.51,4689.39,2372.22,2018
"San Francisco",2018-01-14,"Conventional",1.21,1117376.99,193892.28,785766.05,2860.37,134858.29,130904.76,944.69,3008.84,2018
"California",2018-01-21,"Conventional",1.12,6610010.64,2378177.09,2590301.7,122950.68,1518581.17,1431898.88,24801.59,61880.7,2018
"Los Angeles",2018-01-21,"Conventional",1.15,2653023.23,1230413.83,364552.16,82843.86,975213.38,918833.2,16789.91,39590.27,2018
"Sacramento",2018-01-21,"Conventional",1.15,591211.37,160917.18,362263.89,1136.97,66893.33,60172.16,1674.44,5046.73,2018
"San Diego",2018-01-21,"Conventional",1.26,460708.82,192219.39,122174.21,17624.92,128690.3,121675.53,4729.22,2285.55,2018
"San Francisco",2018-01-21,"Conventional",1.01,1301932.95,259497.05,919666.37,2578.69,120190.84,117863.67,80.08,2247.09,2018
"California",2018-01-28,"Conventional",1.16,6134040.58,2254631.8,2185495.65,121090.87,1572822.26,1480527.7,24545.94,67748.62,2018
"Los Angeles",2018-01-28,"Conventional",1.08,2893717.97,1134192.09,707838.42,81296.65,970390.81,911703.94,16595.96,42090.91,2018
"Sacramento",2018-01-28,"Conventional",1.32,468915.38,158788.12,233834.71,1129.27,75163.28,67847.8,1197.57,6117.91,2018
"San Diego",2018-01-28,"Conventional",1.07,566134.81,168171.75,256042.84,16669.82,125250.4,118366.92,4446.82,2436.66,2018
"San Francisco",2018-01-28,"Conventional",1.38,821352.05,246496.88,418612.3,2588.33,153654.54,150232.81,402.62,3019.11,2018
"California",2018-02-04,"Conventional",0.8,10894677.77,4473811.63,4097591.67,146357.78,2176916.69,2072477.62,34196.27,70242.8,2018
"Los Angeles",2018-02-04,"Conventional",0.73,5070580.56,2532500.54,965716.73,93806.56,1478556.73,1414064.63,21441.6,43050.5,2018
